1,33.94885,-118.16031,4702,325,277,668,214,432,1526,13,5275,211
2,34.051304,-118.250175,279,1344,500,439,6,3131,2496,56,78,2928
3,34.01661,-118.497284,1872,1669,571,2094,1477,43,773,1741,130,706
4,33.884388,-118.411255,897,74,1770,3175,37,28,280,873,2115,1284
5,33.930008,-118.21156,204,1309,696,34,4,803,128,263,27,3
6,34.031887,-118.482735,2184,225,1946,2793,335,1575,99,1372,1671,1685
7,34.656208,-118.26487,260,494,355,5448,1705,526,885,762,116,1418
8,32.713856,-117.16204,65,1609,1765,588,1872,1711,449,285,1743,45
9,33.615356,-118.347664,677,1870,1099,1500,125,872,2775,18,130,1403
10,33.77157,-118.14616,2978,235,1084,990,1192,310,180,1366,711,684
