1,39.94885,-75.16031,1379196
2,34.051304,-118.250175,60137
3,34.01661,-118.497284,37398
4,33.884388,-118.411255,84587
5,33.930008,-118.21156,42695
6,34.031887,-118.482735,106882
7,29.656208,-95.26487,34724
8,32.713856,-117.16204,43669
9,47.615356,-122.347664,37532
10,33.77157,-118.14616,38162
11,34.157887,-118.41414,60216
12,39.98006,-75.26763,23157
13,36.114853,-115.1013,19797
14,-33.873016,151.19981,42179
15,33.0992,-117.0007,47895
16,34.099724,-118.3285,37882
17,34.13772,-118.36052,37384
18,36.127426,-115.16865,23713
19,30.268127,-97.76953,42490
20,34.23414,-118.55566,45324
21,34.026028,-118.41259,34837
22,40.774303,-73.87192,21103
23,44.93886,-93.24028,11746
24,0.0,0.0,11620
25,40.814976,-74.21892,11381
26,34.038403,-118.40168,63630
27,34.092205,-118.37958,31430
28,32.731934,-117.16034,13889
29,33.715862,-117.9546,21229
30,37.636936,-122.443016,12568
31,34.016846,-118.47087,19533
32,33.80932,-117.91995,25619
33,34.10101,-118.2918,38944
34,33.639732,-84.42547,19289
35,33.96092,-118.34878,19968
36,29.925444,-90.06961,11100
37,34.06135,-118.4146,31440
38,34.037853,-118.38849,25149
39,34.118557,-118.30059,20290
40,33.98648,-118.39233,22372
41,33.789543,-118.19823,35000
42,34.280533,-119.293526,29291
43,40.7272,-73.9941,26399
44,29.95827,-90.06301,12227
45,34.14041,-118.385605,28342
46,40.713707,-73.95136,12400
47,34.039528,-118.342186,31436
48,40.289627,-74.05247,11044
49,33.69096,-117.88995,31569
50,33.34464,-118.32631,28721
51,37.763966,-122.42398,11216
52,34.083122,-118.33878,26835
53,34.050774,-117.55376,17857
54,37.763874,-122.468994,9831
55,32.95488,-96.8177,17495
56,34.0977,-118.33284,29678
57,34.104343,-118.28775,24704
58,32.992783,-117.27004,14140
59,34.10563,-118.3421,26600
60,33.961723,-118.36578,20007
61,-6.595553,110.66389,11168
62,37.566944,-122.323395,17105
63,49.281216,-123.120026,22104
64,34.214214,-119.06768,69615
65,34.15041,-118.25528,52319
66,34.054012,-118.2607,24214
67,34.12098,-118.79109,20698
68,13.746712,100.528854,9963
69,33.887318,-118.39814,17246
70,39.913277,-105.070335,9834
71,33.796097,-118.14217,31581
72,34.0924,-118.32616,25266
73,40.729305,-74.00366,11104
74,36.068043,-115.17659,9903
75,33.88539,-118.37881,19858
76,37.33693,-122.0675,9945
77,33.99122,-118.218575,30468
78,36.113247,-115.06327,16705
79,32.716316,-117.15915,35829
80,33.885395,-118.396095,31183
81,33.75478,-117.49623,15821
82,33.691036,-117.8889,17678
83,34.151646,-118.45203,18865
84,25.799463,-80.12685,9569
85,33.977734,-118.392494,23270
86,34.0832,-118.273346,19169
87,42.359585,-71.05135,9277
88,33.94358,-118.12873,43580
89,37.64751,-118.98493,11139
90,34.14603,-118.07087,23270
91,33.777332,-118.114655,18820
92,33.83177,-117.940956,20070
93,34.0842,-118.15252,16597
94,34.0663,-118.412674,30640
95,37.78384,-122.406044,11147
96,33.996826,-118.47735,32987
97,34.13552,-118.14714,27820
98,34.06295,-118.44705,49160
99,33.044582,-117.293655,17937
100,33.842598,-117.99879,21530
101,34.085667,-118.38416,35884
102,33.976707,-118.39301,18507
103,37.603592,-122.37618,7985
104,40.8396,-73.20464,7637
105,34.062187,-118.31486,18003
106,34.115013,-118.15725,17531
107,34.421673,-119.641,22194
108,34.22076,-118.531296,27637
109,34.18473,-118.35006,19082
110,33.506268,-112.07398,8935
111,34.159317,-118.26717,14831
112,38.926743,-77.055466,8356
113,34.177975,-118.40531,17594
114,41.599617,-93.7672,9104
115,34.080624,-118.27003,14226
116,-6.1887045,106.824425,8656
117,34.148785,-118.3425,29042
118,30.003925,-90.10362,11058
119,42.34078,-71.0664,8700
120,34.0453,-118.26079,15573
121,39.071938,-77.132515,8624
122,33.80932,-117.91995,26062
123,37.61637,-122.38611,10292
124,34.18912,-118.62688,17963
125,34.04514,-118.2563,17851
126,40.757195,-73.968155,18881
127,40.561157,-74.30114,16759
128,32.15616,-110.977905,24581
129,33.771545,-118.15128,65694
130,33.986515,-118.44199,16885
131,33.604782,-117.87388,18265
132,40.73613,-74.00588,6870
133,39.95386,-75.15461,6266
134,37.764122,-122.464874,6088
135,28.218634,-82.71659,6213
136,34.139915,-118.21581,15257
137,38.96766,-77.35601,6533
138,25.792374,-80.19072,6488
139,33.863457,-118.39949,13262
140,33.78715,-117.85279,13311
141,34.046993,-118.2495,12455
142,40.726833,-73.98541,6300
143,34.15418,-118.6448,15846
144,34.04505,-118.24937,12521
145,25.03537,121.566124,6201
146,34.28058,-118.43138,14569
147,33.94491,-118.209496,22402
148,55.947334,-3.19215,6570
149,34.092262,-118.28038,22673
150,45.024372,38.97061,6512
151,34.210922,-118.84441,25498
152,32.766716,-117.225266,9588
153,29.716644,-98.10389,6367
154,34.029408,-118.47088,24288
155,34.06208,-118.263016,21331
156,34.0516,-118.26155,17912
157,34.040497,-118.26898,13841
158,33.76002,-118.13448,13589
159,40.724648,-73.99732,6330
160,43.02771,-77.44194,5629
161,40.017937,-105.280106,5807
162,34.41775,-119.69654,15871
163,34.945374,-80.97932,6023
164,34.063263,-118.35897,11289
165,25.793697,-80.18902,12754
166,40.758335,-73.98521,6537
167,33.69351,-117.955734,14283
168,34.688168,-118.095985,12563
169,38.886284,-77.09554,5619
170,34.143337,-118.39437,11219
171,26.15043,-80.32229,5466
172,36.00505,-115.09604,5351
173,34.09068,-118.35832,22598
174,37.78064,-122.393265,23758
175,40.775337,-73.94764,7334
176,33.942627,-118.39951,13869
177,34.014683,-118.495186,13627
178,34.169277,-119.19679,16442
179,29.960867,-90.065094,5289
180,34.09076,-118.38875,10316
181,34.10515,-117.90538,17606
182,33.769417,-118.18387,13447
183,34.152035,-118.344574,15578
184,33.697323,-117.8649,14271
185,34.13998,-118.233604,11449
186,33.800083,-117.91592,20520
187,32.22711,-110.94956,5729
188,34.10011,-118.15578,9729
189,34.28107,-119.29493,16072
190,34.08222,-118.37558,16581
191,34.22154,-118.58786,21900
192,34.085167,-118.31673,50156
193,33.9214,-118.3529,47121
194,34.083355,-118.29128,11128
195,34.08003,-118.0915,16788
196,33.807785,-117.87639,18519
197,28.357946,-81.55956,4787
198,51.434803,5.430422,4017
199,33.832386,-118.34734,19379
200,33.98138,-118.40969,11597
201,21.955421,-159.66899,5251
202,40.769634,-73.98982,3832
203,34.15895,-118.82034,10507
204,34.17991,-118.30842,9653
205,40.904263,-74.17776,3851
206,-5.113338,119.512024,3754
207,47.548878,-122.31727,3779
208,40.783447,-73.97908,4291
209,37.783195,-122.405876,3860
210,33.59319,-117.67543,5747
211,33.80932,-117.91995,12671
212,34.04797,-118.23553,12443
213,34.04419,-118.25159,11225
214,52.54171,13.41166,4324
215,37.787827,-122.41433,3708
216,33.989277,-118.450485,16447
217,33.929775,-118.36837,13644
218,36.154736,-86.78219,6834
219,34.05908,-118.39119,11288
220,37.40837,13.530764,3796
221,34.07926,-118.36156,12041
222,34.145073,-118.14599,12000
223,40.713474,-73.96184,4654
224,33.709595,-117.944115,8620
225,38.92389,-77.05193,4013
226,40.75259,-73.42176,3565
227,36.137867,-85.50114,3436
228,33.731594,-117.81824,11691
229,35.61832,139.70476,3819
230,34.101414,-118.32325,7060
231,40.79886,-73.95322,3290
232,30.268513,-97.73626,2875
233,42.348713,-71.10291,4283
234,34.06175,-118.23935,18998
235,33.947987,-118.39313,13712
236,40.75788,-73.919495,4652
237,32.915672,-117.12061,4721
238,34.01724,-118.40545,10275
239,40.75595,-73.97243,3888
240,34.059322,-118.39714,8183
241,34.019768,-118.48023,8936
242,33.7991,-117.91622,9812
243,34.190826,-118.32877,17613
244,42.240704,-83.73566,4733
245,34.196083,-119.24161,13438
246,30.26726,-97.7395,3762
247,34.097836,-118.32645,7956
248,33.75643,-118.19947,14300
249,47.663254,-122.31603,4766
250,32.711647,-117.15671,5017
251,33.679783,-117.90788,9212
252,34.161457,-118.51232,9055
253,36.08272,-115.151085,3855
254,21.873251,-159.44888,26930
255,54.974438,-1.6167381,6261
256,34.169228,-118.61367,68736
257,33.980656,-118.4647,50100
258,34.201218,-118.41321,23616
259,41.99765,-87.7206,3810
260,33.983692,-118.445984,16548
261,33.919533,-117.89842,63698
262,33.832233,-118.35068,6241
263,40.76308,-73.97981,1879
264,34.152107,-118.467,5607
265,33.561237,-117.18183,7629
266,39.54187,-104.87019,2100
267,33.99051,-118.46498,5404
268,37.778683,-122.38978,1793
269,33.832153,-118.27945,6394
270,37.713215,-122.21386,1901
271,40.72247,-73.99912,1628
272,37.77522,-122.410225,1549
273,33.60907,-112.14995,3439
274,34.086987,-118.29278,10406
275,40.77598,-73.98044,2076
276,34.00627,-118.491196,4460
277,33.938942,-117.25131,2514
278,41.919975,-87.65391,2060
279,44.291313,-121.54947,1655
280,53.526077,-113.520584,4403
281,38.9155,-77.23602,1887
282,34.070263,-118.44405,5303
283,30.269915,-97.73611,1668
284,1.364807,103.98973,1474
285,34.14499,-118.41377,6138
286,34.037895,-118.44099,4169
287,33.91206,-117.88142,5662
288,34.147827,-118.34155,3877
289,36.86609,-76.284805,1836
290,34.16685,-118.228226,10333
291,34.274986,-119.26262,9992
292,34.04064,-118.4278,9730
293,34.083183,-118.341095,10608
294,41.458992,-81.951996,2412
295,34.191593,-118.32871,7906
296,39.951283,-75.17369,3278
297,40.692093,-74.17892,2942
298,33.81854,-118.38508,9919
299,34.127235,-118.0543,10894
300,34.086193,-118.26028,9520
301,45.521008,-122.67622,2948
302,38.90147,-77.03813,1775
303,37.781837,-122.40181,1576
304,32.99546,-117.2585,8213
305,34.44277,-118.57381,10333
306,30.246891,-82.675285,2275
307,33.984238,-118.438194,9639
308,33.984814,-118.47029,10591
309,28.54233,-81.36242,2334
310,34.05748,-118.399895,13065
311,43.48316,-80.54119,3586
312,-33.352543,-70.51994,3188
313,34.091854,-118.13364,9605
314,34.18106,-118.31172,10839
315,35.23665,-85.16869,3237
316,33.863148,-118.09322,9923
317,45.51962,-122.67495,1897
318,33.75846,-118.024055,4169
319,34.10263,-118.34002,8289
320,34.152004,-118.353195,10115
321,40.740753,-74.00689,2179
322,55.9457,-3.2351425,1368
323,39.148365,-77.2261,4060
324,34.06878,-118.262665,17830
325,42.961105,-85.673744,1776
326,37.80952,-122.41015,1200
327,1.29931,103.85303,1231
328,34.039783,-118.23719,9691
329,33.845554,-118.08312,9538
330,47.57206,-122.29381,2128
331,33.748886,-117.870224,9796
332,1.4870642,124.836334,1927
333,33.822906,-117.20982,9109
334,39.530376,-119.815155,2018
335,34.007828,-118.41242,8803
336,36.108963,-115.1702,1911
337,34.011013,-118.49592,6184
338,40.70893,-74.01328,1845
339,34.01893,-118.49043,6527
340,34.169266,-118.60275,5228
341,34.101612,-118.3253,10083
342,34.21469,-118.44854,6921
343,32.99279,-117.27002,2376
