1,39.94885,-75.16031,4702,325,277,668,214,432,1526,13,5275,211
2,34.051304,-118.250175,279,1344,500,439,6,3131,2496,56,78,2928
3,34.01661,-118.497284,1872,1669,571,2094,1477,43,773,1741,130,706
4,33.884388,-118.411255,897,74,1770,3175,37,28,280,873,2115,1284
5,33.930008,-118.21156,204,1309,696,34,4,803,128,263,27,3
6,34.031887,-118.482735,2184,225,1946,2793,335,1575,99,1372,1671,1685
7,29.656208,-95.26487,260,494,355,5448,1705,526,885,762,116,1418
8,32.713856,-117.16204,65,1609,1765,588,1872,1711,449,285,1743,45
9,47.615356,-122.347664,677,1870,1099,1500,125,872,2775,18,130,1403
10,33.77157,-118.14616,2978,235,1084,990,1192,310,180,1366,711,684
11,34.157887,-118.41414,442,1314,516,2781,456,594,4,567,2067,1477
12,39.98006,-75.26763,917,2300,1323,766,625,599,1144,311,1624,844
13,36.114853,-115.1013,1052,2442,1159,2892,1280,1731,2503,1206,1564,150
14,-33.873016,151.19981,101,677,404,285,200,337,184,1820,2440,237
15,33.0992,-117.0007,406,351,296,179,685,2491,986,1948,359,2978
16,34.099724,-118.3285,215,818,415,3368,938,2272,1318,1339,125,894
17,34.13772,-118.36052,709,211,1552,2442,1316,1001,751,929,503,406
18,36.127426,-115.16865,729,565,1873,1018,1346,106,1665,4702,215,365
19,30.268127,-97.76953,423,111,977,227,1278,1739,570,1492,580,459
20,34.23414,-118.55566,2039,602,1842,894,1893,2808,183,715,2177,1490
21,34.026028,-118.41259,259,1621,2398,1274,1384,864,3308,536,1731,2733
22,40.774303,-73.87192,904,267,1841,897,387,746,2931,1520,735,567
23,44.93886,-93.24028,1372,1373,386,263,405,184,571,267,756,4337
24,0.0,0.0,3590,1010,2392,1744,705,21,3175,2134,2171,2312
25,40.814976,-74.21892,939,1227,1498,188,389,730,72,1774,1003,636
26,34.038403,-118.40168,81,79,1373,2440,158,48,1937,1523,140,80
27,34.092205,-118.37958,1565,26,130,164,223,629,3167,522,413,1526
28,32.731934,-117.16034,1316,259,861,1018,1314,386,78,2319,86,390
29,33.715862,-117.9546,1782,26,168,315,367,929,1226,2161,2427,1636
30,37.636936,-122.443016,3,1096,708,939,819,1669,1842,500,1412,225
31,34.016846,-118.47087,2534,778,1365,125,528,1260,588,612,2252,262
32,33.80932,-117.91995,1227,1820,48,1855,988,315,417,456,357,231
33,34.10101,-118.2918,705,1417,696,156,514,3112,182,551,374,36
34,33.639732,-84.42547,315,1387,432,407,2218,1571,1353,1330,923,260
35,33.96092,-118.34878,428,1757,1584,3386,112,1029,443,776,1747,1116
36,29.925444,-90.06961,174,173,430,152,3278,49,776,4,235,870
37,34.06135,-118.4146,493,1247,122,217,2793,1020,206,625,1948,1093
38,34.037853,-118.38849,425,1935,1499,23,864,161,133,1648,164,3461
39,34.118557,-118.30059,153,165,353,1874,1643,391,897,221,1389,134
40,33.98648,-118.39233,1389,1609,2924,19,735,861,1484,148,1418,161
41,33.789543,-118.19823,2546,2337,2227,2205,3845,348,1115,2311,356,1274
42,34.280533,-119.293526,757,251,2059,1271,550,37,99,411,118,474
43,40.7272,-73.9941,102,1757,174,1280,872,895,1491,38,112,580
44,29.95827,-90.06301,1413,411,158,102,533,864,1979,550,1419,59
45,34.14041,-118.385605,13,450,519,2440,761,3174,3782,1935,433,205
46,40.713707,-73.95136,145,2312,1221,1732,1685,1309,2355,387,1782,1523
47,34.039528,-118.342186,2412,1372,2756,112,366,1230,829,1455,740,2534
48,40.289627,-74.05247,1006,1551,1870,602,2304,247,3729,2808,1535,1130
49,33.69096,-117.88995,526,141,1910,2059,860,1271,236,555,10,211
50,33.34464,-118.32631,604,418,780,738,3506,2161,2171,177,2817,1890
51,37.763966,-122.42398,1108,751,177,1045,425,2269,162,6,1099,53
52,34.083122,-118.33878,278,1123,1525,260,1817,161,3289,751,1210,894
53,34.050774,-117.55376,1552,220,337,160,78,108,3329,1817,4549,536
54,37.763874,-122.468994,2546,206,432,1545,443,418,315,670,1337,1365
55,32.95488,-96.8177,2272,421,825,4105,2304,1344,1568,1227,69,2496
56,34.0977,-118.33284,136,1068,209,1110,1026,668,380,27,428,691
57,34.104343,-118.28775,2756,18,570,353,864,696,1621,75,1112,222
58,32.992783,-117.27004,1648,86,1937,566,93,44,486,1900,1084,3725
59,34.10563,-118.3421,153,267,494,3177,625,55,1872,2218,276,252
60,33.961723,-118.36578,43,766,184,1551,977,1029,976,1376,310,865
