1,40.56835938,-74.29148102,701,242,1171,216,2480,1864,893,2534,1271,1309
2,40.47649765,-74.26934052,335,156,1679,2207,464,1117,418,63,679,3479
3,40.43648148,-74.20407867,1689,2324,70,998,306,433,58,2646,944,1446
4,40.4557991,-74.40570068,1592,2433,1547,1125,260,3353,2309,2132,4,1525
5,40.56900024,-74.55200195,342,898,268,242,2020,481,305,559,902,2421
6,40.64973831,-74.33779907,1120,1143,2576,407,1241,344,775,2128,1949,377
7,40.46480179,-74.26948547,1703,151,327,1075,210,806,836,80,578,1957
8,40.54821014,-74.3335495,1097,139,404,240,1767,2192,667,158,2207,1013
9,40.45715332,-74.24651337,1466,188,80,3567,1041,14,782,936,540,1403
10,40.50815582,-74.22931671,252,1608,1100,3145,662,784,325,1284,1240,1097
11,40.52746964,-74.23407745,574,373,1513,738,73,657,5481,72,1886,2558
12,40.37154007,-74.14319611,13,124,1776,724,2155,545,566,837,33,1636
13,40.75348663,-73.99237823,41,1562,2455,428,214,1453,837,1241,1416,61
14,40.22192001,-74.01747894,416,488,575,1276,24,1202,1613,72,194,1562
15,40.44925308,-74.17137146,2159,957,666,1346,700,649,440,126,1607,1796
16,40.44429016,-74.18234253,690,769,63,778,328,6967,1935,1206,344,1324
17,40.44944382,-74.17108917,3635,1325,986,2879,1607,1056,1011,732,899,46
18,40.1112709,-74.03411865,185,264,865,462,286,2138,3516,802,855,941
19,40.26462555,-74.03966522,80,2490,1106,2130,1267,1949,2424,2964,775,293
20,40.40442657,-74.23726654,898,139,2057,5023,153,2534,1935,61,1204,777
21,40.40941238,-74.23461914,6967,70,203,1297,21,774,1339,1067,483,240
22,40.373703,-74.00075531,992,2380,263,1327,680,3572,441,869,2319,95
23,40.35053635,-74.06495667,2147,3338,585,3703,374,3306,1028,1235,110,103
24,40.41905212,-74.17054749,1087,1653,1440,991,550,88,659,226,2811,953
25,40.43695068,-74.20381165,137,1718,1388,1268,2000,256,2014,488,992,2534
26,40.43717575,-74.20253754,1796,255,2272,693,158,2417,1481,1486,1988,1935
27,41.76617432,-72.7072525,506,2881,966,527,4102,428,3755,1249,418,13
28,40.42721176,-74.21286011,1510,949,694,1423,2881,2207,3251,3683,2330,2935
29,40.43829346,-74.2024765,1155,1848,1306,329,350,449,99,1688,581,1848
30,40.39328766,-74.11732483,121,3779,944,133,1313,861,667,235,1988,810
31,40.45160294,-74.17108154,990,216,1749,551,380,133,757,1626,1385,639
32,40.4382782,-74.19950867,1119,19,21,302,344,882,171,2171,124,1098
33,40.28958511,-74.15574646,469,280,492,342,465,693,1153,901,573,643
34,40.414814,-74.15628052,559,2359,1271,1355,12,1886,420,2950,296,1228
35,40.21614075,-74.01295471,350,1715,2324,355,122,1056,2881,1644,216,1893
36,40.21837234,-74.00077057,260,605,585,3251,965,2319,778,1864,406,822
37,40.40941238,-74.23461914,1544,1440,137,618,3338,1517,585,1310,1689,1069
